약수터명,소재지도로명주소,소재지지번주소,위도,경도,지정일자,일평균이용인구수,수질검사일자,수질검사결과구분,부적합항목,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
봉화약수,충청남도 당진시 송산면 창택길 115-5,충청남도 당진시 송산면 도문리 산78-1,36.94415461,126.6910174,1994-04-20,50,2020-03-26,적합,,041-360-6593,당진시 환경정책과,2020-02-04,6440000,충청남도
이어니재약수,,충청남도 보령시 남포면 옥서리 산77-8,36.278762,126.5958937,1996-02-28,50,2020-01-23,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
신흥사약수,,충청남도 보령시 죽정동 산3-1,36.360816,126.594233,1996-02-28,100,2020-02-17,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
웅무정약수,충청남도 보령시 웅천읍 무창포로 64,충청남도 보령시 웅천읍 두룡리 539-2,36.244081,126.5830818,2002-01-25,30,2020-02-17,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
원전약수,,충청남도 보령시 오천면 소성리 54-1,36.44050021,126.5347822,1996-02-28,70,2020-01-23,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
구룡1리 약수,충청남도 보령시 웅천읍 무창포로 122-16,충청남도 보령시 웅천읍 구룡리 산11-1,36.24591441,126.5755023,2017-09-01,30,2020-01-23,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
소리골 약수,,충청남도 보령시 청라면 소양리 471-2,36.396424,126.693136,2017-09-01,30,2020-01-23,적합,,041-930-3683,보령시 환경보호과,2020-02-04,6440000,충청남도
고란약수,충청남도 부여군 부여읍 부소로 1-25,충청남도 부여군 부여읍 쌍북리 산1,36.292578,126.9131688,1996-02-03,100,2020-02-11,부적합,"총대장균군, 분원성 대장균군",041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
태자수약수,,충청남도 부여군 부여읍 쌍북리 678-2,36.291025,126.914247,1996-02-03,60,2020-02-11,부적합,총대장균군,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
구정문약수,,충청남도 부여군 부여읍 관북리 28-22,36.286014,126.9124206,1996-02-03,150,2020-02-18,적합,,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
조왕사약수,,충청남도 부여군 부여읍 가탑리 404-15,36.27772312,126.921493,1996-02-03,30,2020-02-11,부적합,총대장균군,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
왕능우물,,충청남도 부여군 부여읍 능산리 547,36.27641141,126.945253,1996-02-03,100,2020-02-11,부적합,총대장균군,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
거무내정약수,충청남도 부여군 부여읍 성왕로352번길 9,충청남도 부여군 부여읍 쌍북리 727,36.28306407,126.9266165,2003-10-01,200,2020-02-11,적합,,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
등경수약수터,,충청남도 부여군 세도면 동사리 산50-1,36.178169,126.921788,2006-12-14,100,2020-02-11,부적합,총대장균군,041-830-2676,부여군 상하수도사업소,2020-02-04,6440000,충청남도
남산윗샘,,충청남도 서천군 서천읍 남산리 225-2,36.066035,126.683983,1994-09-20,50,2020-02-10,적합,,041-950-6813,서천군 맑은물사업소,2020-02-04,6440000,충청남도
봉서사,,충청남도 서천군 한산면 호암리 159-2,36.089799,126.798813,2005-10-18,50,2020-02-10,적합,,041-950-6813,서천군 맑은물사업소,2020-02-04,6440000,충청남도
진골약수터,,충청남도 서천군 마산면 소야리 13-1,36.125146,126.7882762,2009-02-08,50,2020-02-10,적합,,041-950-6813,서천군 맑은물사업소,2020-02-04,6440000,충청남도
영천약수,,충청남도 아산시 영인면 아산리 산55-3,36.846293,126.9545734,1994-04-20,10,2020-04-01,부적합,총대장균군,041-537-3562,아산시 상수도과,2020-02-04,6440000,충청남도
이충무공약수터,충청남도 아산시 음봉면 고룡산로 12-37,충청남도 아산시 음봉면 삼거리 262-23,36.85459406,127.0108005,1994-04-20,50,2020-04-01,부적합,총대장균군,041-537-3562,아산시 상수도과,2020-02-04,6440000,충청남도
이마당약수터,,충청남도 아산시 송악면 강당리 산35-1,36.695955,127.0260787,1994-04-20,30,2020-04-01,부적합,"총대장균군, 일반세균",041-537-3562,아산시 상수도과,2020-02-04,6440000,충청남도
절골약수터,,충청남도 아산시 도고면 시전리 산17-2,36.72871461,126.893406,2010-04-29,10,2020-04-01,부적합,총대장균군,041-537-3562,아산시 상수도과,2020-02-04,6440000,충청남도
옻샘약수터,,충청남도 예산군 예산읍 향천리 산 15-3,36.68598076,126.8595903,1994-01-01,170,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
금오산약수터,,충청남도 예산군 예산읍 예산리 60-1,36.685388,126.848998,1994-01-01,140,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
오소리약수터,,충청남도 예산군 예산읍 주교리 156-11,36.683638,126.839215,2005-04-01,190,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
대회리약수,충청남도 예산군 예산읍 천변로90번길 3,충청남도 예산군 예산읍 대회리 247-11,36.67688007,126.8398155,1992-01-01,220,2020-01-01,부적합,동절기 결빙,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
광덕사약수터,,충청남도 예산군 덕산면 사동리 178-1,36.69961755,126.6510862,1992-01-01,110,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
고택약수터,,충청남도 예산군 신암면 용궁리 336-2,36.746777,126.799218,1992-01-01,180,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
용곡약수터,충청남도 예산군 예산읍 수철길 136-16,충청남도 예산군 예산읍 신례원리 산30-1,36.71405267,126.8592047,1992-01-01,150,2020-02-04,적합,,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
봉대미산약수터,,충청남도 예산군 예산읍 예산리 산13-1,36.683259,126.8421336,2006-07-18,170,2020-01-01,부적합,동절기 결빙,041-339-7505,예산군 환경과,2020-02-04,6440000,충청남도
우산성(상),충청남도 청양군 청양읍 중앙로18길 42,충청남도 청양군 청양읍 읍내리 산5-1,36.457749,126.8055551,2006-06-20,50,2020-03-05,적합,,041-940-2266,청양군 환경보호과,2020-02-04,6440000,충청남도
우산성(하),,충청남도 청양군 청양읍 읍내리 15-1,36.453852,126.807451,2006-02-26,100,2020-03-05,적합,,041-940-2266,청양군 환경보호과,2020-02-04,6440000,충청남도
용봉약수터,,충청남도 홍성군 홍북읍 신경리 산80-1,36.649461,126.653296,1989-09-29,100,2020-03-16,적합,,041-630-1345,홍성군 환경과,2020-02-04,6440000,충청남도
관음사약수터,충청남도 홍성군 광천읍 원촌길 85-49,충청남도 홍성군 광천읍 광천리 335-1,36.49843453,126.632387,2009-09-16,100,2020-03-16,적합,,041-630-1345,홍성군 환경과,2020-02-04,6440000,충청남도
홍주성 옥사우물,충청남도 홍성군 홍성읍 아문길 42,충청남도 홍성군 홍성읍 오관리 108,36.600953,126.6632216,2018-06-27,50,2020-03-16,적합,,041-630-1345,홍성군 환경과,2020-02-04,6440000,충청남도
백화산약수터,충청남도 태안군 태안읍 성황단길 30,충청남도 태안군 태안읍 남문리 산2,36.76060769,126.295773,1996-06-20,50,2020-02-14,적합,,041-670-5785,태안군 상하수도센터,2020-02-04,6440000,충청남도
장산약수터,,충청남도 태안군 태안읍 삭선리 889-5,36.769464,126.267089,1996-06-20,50,2020-02-14,적합,,041-670-5785,태안군 상하수도센터,2020-02-04,6440000,충청남도
냉천골약수터,,충청남도 태안군 태안읍 상옥리 산133-1,36.765824,126.3070929,1998-11-20,50,2020-02-14,적합,,041-670-5785,태안군 상하수도센터,2020-02-04,6440000,충청남도
산장광장,,광주광역시 북구 금곡동 산 209-12,35.1441138347,126.9889825091,,95,2020-03-16,적합,,062-410-6471,광주광역시 북구청,2020-04-16,3620000,광주광역시 북구
청풍쉼터,광주광역시 북구 석곡로 6,광주광역시 북구 청풍동 208,35.1626043747,126.9622510685,,95,2020-03-16,적합,,062-410-6471,광주광역시 북구청,2020-04-16,3620000,광주광역시 북구
기촌,,충청북도 단양군 단양읍 기촌리 255,36.9785074079,128.3926905043,2001-10-01,50,2020-03-27,적합,,043-420-2663,충청북도 단양군청,2020-04-10,4480000,충청북도 단양군
냉천,,충청북도 단양군 단성면 대잠리 574,36.91543738,128.307434,2001-10-01,100,2020-03-27,적합,,043-420-2663,충청북도 단양군청,2020-04-10,4480000,충청북도 단양군
평동,,충청북도 단양군 매포읍 평동리 1376,37.0317102,128.2961337,2001-10-01,50,2020-03-27,적합,,043-420-2663,충청북도 단양군청,2020-04-10,4480000,충청북도 단양군
안창약수터,,부산광역시 남구 대연동 산53-19,35.156242,129.088693,2000-01-01,100,2020-02-04,부적합,총대장균군,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
중앙늘샘쉼터,,부산광역시 남구 대연동 산54-36,35.152195,129.085061,2000-01-01,150,2020-02-04,부적합,총대장균군,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
냉수욕터약수터,,부산광역시 남구 대연동 산54-37,35.153262,129.085802,2000-01-01,150,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
대연샘약수터,,부산광역시 남구 대연동 산54-56,35.144836,129.093729,2000-01-01,150,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
장산약수터,,부산광역시 남구 용호동 산157-2,35.125504,129.121686,2000-01-01,150,2020-02-04,부적합,"총대장균군, 분원성대장균군",051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
장군묘약수터,,부산광역시 남구 용호동 산117,35.124381,129.123059,2000-01-01,100,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
장자산약수터,,부산광역시 남구 용호동 산126-1,35.166229,129.082435,2000-01-01,150,2020-02-04,부적합,총대장균군,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
이기대큰고개약수터,,부산광역시 남구 용호동 산131-3,35.124381,129.121877,2000-01-01,150,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
이기대약수터,,부산광역시 남구 용호동 산32,35.124662,129.119626,2000-01-01,200,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
용당12통간이수,,부산광역시 남구 용당동 401-1,35.1176460435,129.095047,2000-01-01,50,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
체육공원약수터,,부산광역시 남구 문현동 산7,35.147299,129.080717,2000-01-01,100,2020-02-04,부적합,"일반세균, 총대장균군",051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
문현약수터,,부산광역시 남구 문현동 산8,35.148724,129.081967,2000-01-01,200,2020-02-04,적합,없음,051-607-4391,부산광역시 남구청,2020-02-17,3310000,부산광역시 남구
신풍령약수터,,전라북도 무주군 무풍면 삼거리 산 1-5,,,,50,2019-09-17,적합,,063-320-2579,전라북도 무주군청,2019-11-26,4740000,전라북도 무주군
성산약수,,천안시 서북구 성환읍 매주리 산6,,,,200,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
봉서산약수,,천안시 서북구 백석동 223-2,,,,500,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
흑성산약수,,천안시 동남구 목천읍 교촌리 297-1,,,,150,2019-09-18,적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
유왕골샘터,,천안시 동남구 목천읍 덕전리 82,,,,350,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
위례약수,,천안시 서북구 입장면 호당리 산50-5,,,,200,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
구성약수,,천안시 동남구 구성동 산44-1,,,,300,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
홍샘약수,,천안시 동남구 삼룡동 8-6,,,,250,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
태학산약수,,천안시 동남구 풍세면 삼태리 406-3,,,,250,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
휴양림약수,,천안시 동남구 풍세면 삼태리 406-3,,,,150,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
매봉약수,,천안시 동남구 병천면 탑원리 127-4,,,,550,2019-09-18,부적합,,041-521-3152,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
발산약수,,천안시 동남구 수신면 발산리 산48,,,,150,2019-09-18,적합,,041-521-3153,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
신대약수,,천안시 서북구 신당동 304-1,,,,200,2019-09-18,부적합,,041-521-3154,충청남도 천안시청,2019-10-01,4490000,충청남도 천안시
냉천골약수터,강원도 양구군 양구읍 관공서로 38번길 33-8,강원도 양구군 양구읍 하리 15,,,,100,2017-03-23,부적합,총대장규균,033-480-2444,양구군청,2019-10-10,4320000,강원도 양구군
한계골약수터,강원도 양구군 남면 구암리길 103-12,강원도 양구군 남면 구암리 974-2,,,,120,2017-03-23,적합,,033-480-2444,양구군청,2019-10-10,4320000,강원도 양구군
대암약수터,,강원도 양구군 해안면 오유리 산1,,,,50,2017-03-23,부적합,총대장규균,033-480-2444,양구군청,2019-10-10,4320000,강원도 양구군
용화약수터,,경기도 안산시 상록구 수암동 산5-1,37.364565,126.889788,1980-02-09,240,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
수암약수터,,경기도 안산시 상록구 수암동 산1-1,37.372041,126.897731,1980-05-08,300,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
너구리약수터,,경기도 안산시 상록구 부곡동 산41-17,37.336361,126.871881,1994-11-14,100,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
동막골약수터,,경기도 안산시 상록구 장상동 산59,37.350414,126.884903,2009-05-20,52,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
예술대약수터,,경기도 안산시 단원구 고잔동 640,37.3334133644,126.836241,1989-07-18,180,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
꽃빛공원약수터,,경기도 안산시 단원구 와동 37-2,37.342539,126.833777,1978-12-08,480,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
구봉이약수터,,경기도 안산시 단원구 대부북동 산25,37.258289,126.573127,1912-03-02,50,2019-06-11,적합,,031-481-3685,경기도 안산시 상하수도사업소,2019-07-05,3930000,경기도 안산시
수왕사 약수터,,전라북도 완주군 구이면 원기리 산 12 (수왕사),35.7272881,127.0890475,,1000,2019-03-22,적합,없음,063-290-2693,완주군청,2019-09-10,4720000,전라북도 완주군
